ID,Livestock_Type,Disease,Symptom_1,Cure_1,Symptom_2,Cure_2,Symptom_3,Cure_3,Symptom_4,Cure_4,Symptom_5,Cure_5,Symptom_6,Cure_6
1081,Donkey,Anthrax,Fever,Isolation,Blisters,Nutritional Support,Lameness,Deworming,Weight Loss,Antiseptic Wash,Nasal Discharge,Antibiotics,Swelling,Hydration Therapy
1082,Bison,Botulism,Coughing,Antibiotic Treatment,Diarrhea,Wound Care,Loss of Appetite,Hydration,Skin Lesions,Anti-fever Medication,Weakness,Deworming,Eye Discharge,Supportive Care
1083,Goose,Brucellosis,Breathing Issues,Oxygen Therapy,Lesions,Anti-inflammatory Drugs,Fever,Vitamin Supplements,Loss of Coordination,Pain Relief,Swelling,Quarantine,Nasal Discharge,Herbal Remedies
1084,Chicken,Avian Influenza,Breathing Issues,Dietary Management,Lesions,Steroids,Fever,Vaccination,Loss of Coordination,Antifungal Treatment,Swelling,Electrolyte Therapy,Nasal Discharge,Immune Boosters
1085,Goose,Leptospirosis,Coughing,Antibiotic Treatment,Diarrhea,Wound Care,Loss of Appetite,Hydration,Skin Lesions,Anti-fever Medication,Weakness,Deworming,Eye Discharge,Supportive Care
1086,Sheep,Glanders,Paralysis,Oxygen Therapy,Weight Loss,Anti-inflammatory Drugs,Skin Rash,Vitamin Supplements,Mouth Sores,Pain Relief,Reduced Milk Production,Quarantine,Lethargy,Herbal Remedies
1087,Turkey,Bovine Viral Diarrhea,Breathing Issues,Isolation,Lesions,Nutritional Support,Fever,Deworming,Loss of Coordination,Antiseptic Wash,Swelling,Antibiotics,Nasal Discharge,Hydration Therapy
1088,Cattle,Bovine Viral Diarrhea,Breathing Issues,Dietary Management,Lesions,Steroids,Fever,Vaccination,Loss of Coordination,Antifungal Treatment,Swelling,Electrolyte Therapy,Nasal Discharge,Immune Boosters
1089,Deer,Avian Influenza,Paralysis,Oxygen Therapy,Weight Loss,Anti-inflammatory Drugs,Skin Rash,Vitamin Supplements,Mouth Sores,Pain Relief,Reduced Milk Production,Quarantine,Lethargy,Herbal Remedies
1090,Yak,Rinderpest,High Fever,Isolation,Bloody Stool,Nutritional Support,Nasal Discharge,Deworming,Abdominal Pain,Antiseptic Wash,Severe Weakness,Antibiotics,Respiratory Issues,Hydration Therapy
1091,Guinea Fowl,Bovine Viral Diarrhea,Fever,Dietary Management,Blisters,Steroids,Lameness,Vaccination,Weight Loss,Antifungal Treatment,Nasal Discharge,Electrolyte Therapy,Swelling,Immune Boosters
1092,Yak,Newcastle Disease,High Fever,Oxygen Therapy,Bloody Stool,Anti-inflammatory Drugs,Nasal Discharge,Vitamin Supplements,Abdominal Pain,Pain Relief,Severe Weakness,Quarantine,Respiratory Issues,Herbal Remedies
1093,Guinea Fowl,Newcastle Disease,Fever,Dietary Management,Blisters,Steroids,Lameness,Vaccination,Weight Loss,Antifungal Treatment,Nasal Discharge,Electrolyte Therapy,Swelling,Immune Boosters
1094,Deer,Bovine Tuberculosis,High Fever,Oxygen Therapy,Bloody Stool,Anti-inflammatory Drugs,Nasal Discharge,Vitamin Supplements,Abdominal Pain,Pain Relief,Severe Weakness,Quarantine,Respiratory Issues,Herbal Remedies
1095,Goat,Swine Fever,Paralysis,Oxygen Therapy,Weight Loss,Anti-inflammatory Drugs,Skin Rash,Vitamin Supplements,Mouth Sores,Pain Relief,Reduced Milk Production,Quarantine,Lethargy,Herbal Remedies
1096,Camel,Botulism,Breathing Issues,Antibiotic Treatment,Lesions,Wound Care,Fever,Hydration,Loss of Coordination,Anti-fever Medication,Swelling,Deworming,Nasal Discharge,Supportive Care
1097,Mule,Rinderpest,Fever,Vaccination,Blisters,Antiviral Drugs,Lameness,Rest,Weight Loss,Fluid Therapy,Nasal Discharge,Antibiotics,Swelling,Pain Relievers
1098,Goose,Leptospirosis,Paralysis,Antibiotic Treatment,Weight Loss,Wound Care,Skin Rash,Hydration,Mouth Sores,Anti-fever Medication,Reduced Milk Production,Deworming,Lethargy,Supportive Care
1099,Deer,Newcastle Disease,Coughing,Vaccination,Diarrhea,Antiviral Drugs,Loss of Appetite,Rest,Skin Lesions,Fluid Therapy,Weakness,Antibiotics,Eye Discharge,Pain Relievers
1100,Emu,Newcastle Disease,High Fever,Dietary Management,Bloody Stool,Steroids,Nasal Discharge,Vaccination,Abdominal Pain,Antifungal Treatment,Severe Weakness,Electrolyte Therapy,Respiratory Issues,Immune Boosters
1101,Ostrich,Scrapie,Coughing,Antibiotic Treatment,Diarrhea,Wound Care,Loss of Appetite,Hydration,Skin Lesions,Anti-fever Medication,Weakness,Deworming,Eye Discharge,Supportive Care
1102,Deer,Botulism,Paralysis,Isolation,Weight Loss,Nutritional Support,Skin Rash,Deworming,Mouth Sores,Antiseptic Wash,Reduced Milk Production,Antibiotics,Lethargy,Hydration Therapy
1103,Yak,Scrapie,Fever,Antibiotic Treatment,Blisters,Wound Care,Lameness,Hydration,Weight Loss,Anti-fever Medication,Nasal Discharge,Deworming,Swelling,Supportive Care
1104,Cattle,Mastitis,Breathing Issues,Oxygen Therapy,Lesions,Anti-inflammatory Drugs,Fever,Vitamin Supplements,Loss of Coordination,Pain Relief,Swelling,Quarantine,Nasal Discharge,Herbal Remedies
1105,Goose,Brucellosis,Fever,Vaccination,Blisters,Antiviral Drugs,Lameness,Rest,Weight Loss,Fluid Therapy,Nasal Discharge,Antibiotics,Swelling,Pain Relievers
1106,Ostrich,Brucellosis,High Fever,Vaccination,Bloody Stool,Antiviral Drugs,Nasal Discharge,Rest,Abdominal Pain,Fluid Therapy,Severe Weakness,Antibiotics,Respiratory Issues,Pain Relievers
1107,Reindeer,Avian Influenza,High Fever,Antibiotic Treatment,Bloody Stool,Wound Care,Nasal Discharge,Hydration,Abdominal Pain,Anti-fever Medication,Severe Weakness,Deworming,Respiratory Issues,Supportive Care
1108,Mule,Bovine Tuberculosis,Paralysis,Vaccination,Weight Loss,Antiviral Drugs,Skin Rash,Rest,Mouth Sores,Fluid Therapy,Reduced Milk Production,Antibiotics,Lethargy,Pain Relievers
1109,Guinea Fowl,Botulism,Breathing Issues,Dietary Management,Lesions,Steroids,Fever,Vaccination,Loss of Coordination,Antifungal Treatment,Swelling,Electrolyte Therapy,Nasal Discharge,Immune Boosters
1110,Goat,Rinderpest,Breathing Issues,Isolation,Lesions,Nutritional Support,Fever,Deworming,Loss of Coordination,Antiseptic Wash,Swelling,Antibiotics,Nasal Discharge,Hydration Therapy
1111,Goose,Anthrax,Fever,Dietary Management,Blisters,Steroids,Lameness,Vaccination,Weight Loss,Antifungal Treatment,Nasal Discharge,Electrolyte Therapy,Swelling,Immune Boosters
1112,Goose,Bovine Tuberculosis,Coughing,Oxygen Therapy,Diarrhea,Anti-inflammatory Drugs,Loss of Appetite,Vitamin Supplements,Skin Lesions,Pain Relief,Weakness,Quarantine,Eye Discharge,Herbal Remedies
1113,Chicken,Bovine Viral Diarrhea,Coughing,Antibiotic Treatment,Diarrhea,Wound Care,Loss of Appetite,Hydration,Skin Lesions,Anti-fever Medication,Weakness,Deworming,Eye Discharge,Supportive Care
1114,Camel,Bovine Tuberculosis,High Fever,Oxygen Therapy,Bloody Stool,Anti-inflammatory Drugs,Nasal Discharge,Vitamin Supplements,Abdominal Pain,Pain Relief,Severe Weakness,Quarantine,Respiratory Issues,Herbal Remedies
1115,Alpaca,Leptospirosis,Paralysis,Antibiotic Treatment,Weight Loss,Wound Care,Skin Rash,Hydration,Mouth Sores,Anti-fever Medication,Reduced Milk Production,Deworming,Lethargy,Supportive Care
1116,Camel,Brucellosis,Breathing Issues,Antibiotic Treatment,Lesions,Wound Care,Fever,Hydration,Loss of Coordination,Anti-fever Medication,Swelling,Deworming,Nasal Discharge,Supportive Care
1117,Emu,Leptospirosis,Breathing Issues,Dietary Management,Lesions,Steroids,Fever,Vaccination,Loss of Coordination,Antifungal Treatment,Swelling,Electrolyte Therapy,Nasal Discharge,Immune Boosters
1118,Ostrich,Johne’s Disease,Paralysis,Dietary Management,Weight Loss,Steroids,Skin Rash,Vaccination,Mouth Sores,Antifungal Treatment,Reduced Milk Production,Electrolyte Therapy,Lethargy,Immune Boosters
1119,Quail,Swine Fever,Breathing Issues,Vaccination,Lesions,Antiviral Drugs,Fever,Rest,Loss of Coordination,Fluid Therapy,Swelling,Antibiotics,Nasal Discharge,Pain Relievers
1120,Buffalo,Bovine Tuberculosis,High Fever,Isolation,Bloody Stool,Nutritional Support,Nasal Discharge,Deworming,Abdominal Pain,Antiseptic Wash,Severe Weakness,Antibiotics,Respiratory Issues,Hydration Therapy
1121,Chicken,Anthrax,Coughing,Dietary Management,Diarrhea,Steroids,Loss of Appetite,Vaccination,Skin Lesions,Antifungal Treatment,Weakness,Electrolyte Therapy,Eye Discharge,Immune Boosters
1122,Pigeon,Avian Influenza,Paralysis,Antibiotic Treatment,Weight Loss,Wound Care,Skin Rash,Hydration,Mouth Sores,Anti-fever Medication,Reduced Milk Production,Deworming,Lethargy,Supportive Care
1123,Horse,Glanders,High Fever,Vaccination,Bloody Stool,Antiviral Drugs,Nasal Discharge,Rest,Abdominal Pain,Fluid Therapy,Severe Weakness,Antibiotics,Respiratory Issues,Pain Relievers
1124,Goat,Blue Tongue,Coughing,Oxygen Therapy,Diarrhea,Anti-inflammatory Drugs,Loss of Appetite,Vitamin Supplements,Skin Lesions,Pain Relief,Weakness,Quarantine,Eye Discharge,Herbal Remedies
1125,Pig,Brucellosis,Fever,Vaccination,Blisters,Antiviral Drugs,Lameness,Rest,Weight Loss,Fluid Therapy,Nasal Discharge,Antibiotics,Swelling,Pain Relievers
1126,Ostrich,Avian Influenza,Breathing Issues,Vaccination,Lesions,Antiviral Drugs,Fever,Rest,Loss of Coordination,Fluid Therapy,Swelling,Antibiotics,Nasal Discharge,Pain Relievers
1127,Reindeer,Mastitis,Paralysis,Oxygen Therapy,Weight Loss,Anti-inflammatory Drugs,Skin Rash,Vitamin Supplements,Mouth Sores,Pain Relief,Reduced Milk Production,Quarantine,Lethargy,Herbal Remedies
1128,Goat,Scrapie,High Fever,Antibiotic Treatment,Bloody Stool,Wound Care,Nasal Discharge,Hydration,Abdominal Pain,Anti-fever Medication,Severe Weakness,Deworming,Respiratory Issues,Supportive Care
1129,Guinea Fowl,Anthrax,Coughing,Oxygen Therapy,Diarrhea,Anti-inflammatory Drugs,Loss of Appetite,Vitamin Supplements,Skin Lesions,Pain Relief,Weakness,Quarantine,Eye Discharge,Herbal Remedies
1130,Alpaca,Bovine Tuberculosis,Breathing Issues,Vaccination,Lesions,Antiviral Drugs,Fever,Rest,Loss of Coordination,Fluid Therapy,Swelling,Antibiotics,Nasal Discharge,Pain Relievers
1131,Donkey,Johne’s Disease,Breathing Issues,Vaccination,Lesions,Antiviral Drugs,Fever,Rest,Loss of Coordination,Fluid Therapy,Swelling,Antibiotics,Nasal Discharge,Pain Relievers
1132,Pigeon,Glanders,High Fever,Isolation,Bloody Stool,Nutritional Support,Nasal Discharge,Deworming,Abdominal Pain,Antiseptic Wash,Severe Weakness,Antibiotics,Respiratory Issues,Hydration Therapy
1133,Cattle,Rinderpest,Fever,Oxygen Therapy,Blisters,Anti-inflammatory Drugs,Lameness,Vitamin Supplements,Weight Loss,Pain Relief,Nasal Discharge,Quarantine,Swelling,Herbal Remedies
1134,Llama,Avian Influenza,Breathing Issues,Vaccination,Lesions,Antiviral Drugs,Fever,Rest,Loss of Coordination,Fluid Therapy,Swelling,Antibiotics,Nasal Discharge,Pain Relievers
1135,Yak,Brucellosis,Coughing,Vaccination,Diarrhea,Antiviral Drugs,Loss of Appetite,Rest,Skin Lesions,Fluid Therapy,Weakness,Antibiotics,Eye Discharge,Pain Relievers
1136,Horse,Johne’s Disease,High Fever,Isolation,Bloody Stool,Nutritional Support,Nasal Discharge,Deworming,Abdominal Pain,Antiseptic Wash,Severe Weakness,Antibiotics,Respiratory Issues,Hydration Therapy
1137,Ostrich,Avian Influenza,High Fever,Isolation,Bloody Stool,Nutritional Support,Nasal Discharge,Deworming,Abdominal Pain,Antiseptic Wash,Severe Weakness,Antibiotics,Respiratory Issues,Hydration Therapy
1138,Camel,Newcastle Disease,High Fever,Vaccination,Bloody Stool,Antiviral Drugs,Nasal Discharge,Rest,Abdominal Pain,Fluid Therapy,Severe Weakness,Antibiotics,Respiratory Issues,Pain Relievers
1139,Bison,Peste des Petits Ruminants,High Fever,Vaccination,Bloody Stool,Antiviral Drugs,Nasal Discharge,Rest,Abdominal Pain,Fluid Therapy,Severe Weakness,Antibiotics,Respiratory Issues,Pain Relievers
1140,Ostrich,Botulism,Fever,Antibiotic Treatment,Blisters,Wound Care,Lameness,Hydration,Weight Loss,Anti-fever Medication,Nasal Discharge,Deworming,Swelling,Supportive Care
1141,Deer,Scrapie,Breathing Issues,Vaccination,Lesions,Antiviral Drugs,Fever,Rest,Loss of Coordination,Fluid Therapy,Swelling,Antibiotics,Nasal Discharge,Pain Relievers
1142,Reindeer,Mastitis,Paralysis,Oxygen Therapy,Weight Loss,Anti-inflammatory Drugs,Skin Rash,Vitamin Supplements,Mouth Sores,Pain Relief,Reduced Milk Production,Quarantine,Lethargy,Herbal Remedies
1143,Bison,Leptospirosis,High Fever,Oxygen Therapy,Bloody Stool,Anti-inflammatory Drugs,Nasal Discharge,Vitamin Supplements,Abdominal Pain,Pain Relief,Severe Weakness,Quarantine,Respiratory Issues,Herbal Remedies
1144,Reindeer,Brucellosis,Breathing Issues,Vaccination,Lesions,Antiviral Drugs,Fever,Rest,Loss of Coordination,Fluid Therapy,Swelling,Antibiotics,Nasal Discharge,Pain Relievers
1145,Quail,Johne’s Disease,Paralysis,Isolation,Weight Loss,Nutritional Support,Skin Rash,Deworming,Mouth Sores,Antiseptic Wash,Reduced Milk Production,Antibiotics,Lethargy,Hydration Therapy
1146,Ostrich,Blue Tongue,Breathing Issues,Antibiotic Treatment,Lesions,Wound Care,Fever,Hydration,Loss of Coordination,Anti-fever Medication,Swelling,Deworming,Nasal Discharge,Supportive Care
1147,Turkey,Blue Tongue,Paralysis,Isolation,Weight Loss,Nutritional Support,Skin Rash,Deworming,Mouth Sores,Antiseptic Wash,Reduced Milk Production,Antibiotics,Lethargy,Hydration Therapy
1148,Goat,Bovine Viral Diarrhea,Coughing,Oxygen Therapy,Diarrhea,Anti-inflammatory Drugs,Loss of Appetite,Vitamin Supplements,Skin Lesions,Pain Relief,Weakness,Quarantine,Eye Discharge,Herbal Remedies
1149,Rabbit,Swine Fever,Fever,Isolation,Blisters,Nutritional Support,Lameness,Deworming,Weight Loss,Antiseptic Wash,Nasal Discharge,Antibiotics,Swelling,Hydration Therapy
1150,Camel,Foot-and-Mouth Disease,Coughing,Antibiotic Treatment,Diarrhea,Wound Care,Loss of Appetite,Hydration,Skin Lesions,Anti-fever Medication,Weakness,Deworming,Eye Discharge,Supportive Care
1151,Pig,Botulism,Coughing,Vaccination,Diarrhea,Antiviral Drugs,Loss of Appetite,Rest,Skin Lesions,Fluid Therapy,Weakness,Antibiotics,Eye Discharge,Pain Relievers
1152,Emu,Foot-and-Mouth Disease,Paralysis,Antibiotic Treatment,Weight Loss,Wound Care,Skin Rash,Hydration,Mouth Sores,Anti-fever Medication,Reduced Milk Production,Deworming,Lethargy,Supportive Care
1153,Deer,Johne’s Disease,Paralysis,Antibiotic Treatment,Weight Loss,Wound Care,Skin Rash,Hydration,Mouth Sores,Anti-fever Medication,Reduced Milk Production,Deworming,Lethargy,Supportive Care
1154,Alpaca,Newcastle Disease,Paralysis,Isolation,Weight Loss,Nutritional Support,Skin Rash,Deworming,Mouth Sores,Antiseptic Wash,Reduced Milk Production,Antibiotics,Lethargy,Hydration Therapy
1155,Duck,Mastitis,Fever,Antibiotic Treatment,Blisters,Wound Care,Lameness,Hydration,Weight Loss,Anti-fever Medication,Nasal Discharge,Deworming,Swelling,Supportive Care
1156,Llama,Johne’s Disease,High Fever,Dietary Management,Bloody Stool,Steroids,Nasal Discharge,Vaccination,Abdominal Pain,Antifungal Treatment,Severe Weakness,Electrolyte Therapy,Respiratory Issues,Immune Boosters
1157,Alpaca,Johne’s Disease,Breathing Issues,Vaccination,Lesions,Antiviral Drugs,Fever,Rest,Loss of Coordination,Fluid Therapy,Swelling,Antibiotics,Nasal Discharge,Pain Relievers
1158,Cattle,Glanders,Fever,Isolation,Blisters,Nutritional Support,Lameness,Deworming,Weight Loss,Antiseptic Wash,Nasal Discharge,Antibiotics,Swelling,Hydration Therapy
1159,Mule,Mastitis,Coughing,Dietary Management,Diarrhea,Steroids,Loss of Appetite,Vaccination,Skin Lesions,Antifungal Treatment,Weakness,Electrolyte Therapy,Eye Discharge,Immune Boosters
1160,Quail,Bovine Tuberculosis,Fever,Isolation,Blisters,Nutritional Support,Lameness,Deworming,Weight Loss,Antiseptic Wash,Nasal Discharge,Antibiotics,Swelling,Hydration Therapy
1161,Bison,Peste des Petits Ruminants,High Fever,Vaccination,Bloody Stool,Antiviral Drugs,Nasal Discharge,Rest,Abdominal Pain,Fluid Therapy,Severe Weakness,Antibiotics,Respiratory Issues,Pain Relievers
1162,Llama,Avian Influenza,Coughing,Dietary Management,Diarrhea,Steroids,Loss of Appetite,Vaccination,Skin Lesions,Antifungal Treatment,Weakness,Electrolyte Therapy,Eye Discharge,Immune Boosters
1163,Pigeon,Avian Influenza,Breathing Issues,Vaccination,Lesions,Antiviral Drugs,Fever,Rest,Loss of Coordination,Fluid Therapy,Swelling,Antibiotics,Nasal Discharge,Pain Relievers
1164,Horse,Bovine Viral Diarrhea,Paralysis,Antibiotic Treatment,Weight Loss,Wound Care,Skin Rash,Hydration,Mouth Sores,Anti-fever Medication,Reduced Milk Production,Deworming,Lethargy,Supportive Care
1165,Camel,Foot-and-Mouth Disease,Coughing,Vaccination,Diarrhea,Antiviral Drugs,Loss of Appetite,Rest,Skin Lesions,Fluid Therapy,Weakness,Antibiotics,Eye Discharge,Pain Relievers
1166,Llama,Bovine Viral Diarrhea,High Fever,Oxygen Therapy,Bloody Stool,Anti-inflammatory Drugs,Nasal Discharge,Vitamin Supplements,Abdominal Pain,Pain Relief,Severe Weakness,Quarantine,Respiratory Issues,Herbal Remedies
1167,Buffalo,Leptospirosis,Fever,Dietary Management,Blisters,Steroids,Lameness,Vaccination,Weight Loss,Antifungal Treatment,Nasal Discharge,Electrolyte Therapy,Swelling,Immune Boosters
1168,Turkey,Foot-and-Mouth Disease,Coughing,Dietary Management,Diarrhea,Steroids,Loss of Appetite,Vaccination,Skin Lesions,Antifungal Treatment,Weakness,Electrolyte Therapy,Eye Discharge,Immune Boosters
1169,Llama,Bovine Tuberculosis,Paralysis,Antibiotic Treatment,Weight Loss,Wound Care,Skin Rash,Hydration,Mouth Sores,Anti-fever Medication,Reduced Milk Production,Deworming,Lethargy,Supportive Care
1170,Alpaca,Glanders,Breathing Issues,Dietary Management,Lesions,Steroids,Fever,Vaccination,Loss of Coordination,Antifungal Treatment,Swelling,Electrolyte Therapy,Nasal Discharge,Immune Boosters
1171,Goose,Foot-and-Mouth Disease,High Fever,Vaccination,Bloody Stool,Antiviral Drugs,Nasal Discharge,Rest,Abdominal Pain,Fluid Therapy,Severe Weakness,Antibiotics,Respiratory Issues,Pain Relievers
1172,Pigeon,Blue Tongue,Fever,Dietary Management,Blisters,Steroids,Lameness,Vaccination,Weight Loss,Antifungal Treatment,Nasal Discharge,Electrolyte Therapy,Swelling,Immune Boosters
1173,Quail,Glanders,High Fever,Oxygen Therapy,Bloody Stool,Anti-inflammatory Drugs,Nasal Discharge,Vitamin Supplements,Abdominal Pain,Pain Relief,Severe Weakness,Quarantine,Respiratory Issues,Herbal Remedies
1174,Goat,Leptospirosis,Fever,Oxygen Therapy,Blisters,Anti-inflammatory Drugs,Lameness,Vitamin Supplements,Weight Loss,Pain Relief,Nasal Discharge,Quarantine,Swelling,Herbal Remedies
1175,Llama,Scrapie,Breathing Issues,Dietary Management,Lesions,Steroids,Fever,Vaccination,Loss of Coordination,Antifungal Treatment,Swelling,Electrolyte Therapy,Nasal Discharge,Immune Boosters
1176,Emu,Scrapie,Paralysis,Antibiotic Treatment,Weight Loss,Wound Care,Skin Rash,Hydration,Mouth Sores,Anti-fever Medication,Reduced Milk Production,Deworming,Lethargy,Supportive Care
1177,Ostrich,Avian Influenza,Paralysis,Oxygen Therapy,Weight Loss,Anti-inflammatory Drugs,Skin Rash,Vitamin Supplements,Mouth Sores,Pain Relief,Reduced Milk Production,Quarantine,Lethargy,Herbal Remedies
1178,Bison,Anthrax,Coughing,Oxygen Therapy,Diarrhea,Anti-inflammatory Drugs,Loss of Appetite,Vitamin Supplements,Skin Lesions,Pain Relief,Weakness,Quarantine,Eye Discharge,Herbal Remedies
1179,Chicken,Bovine Tuberculosis,Paralysis,Oxygen Therapy,Weight Loss,Anti-inflammatory Drugs,Skin Rash,Vitamin Supplements,Mouth Sores,Pain Relief,Reduced Milk Production,Quarantine,Lethargy,Herbal Remedies
1180,Quail,Brucellosis,Paralysis,Vaccination,Weight Loss,Antiviral Drugs,Skin Rash,Rest,Mouth Sores,Fluid Therapy,Reduced Milk Production,Antibiotics,Lethargy,Pain Relievers
1181,Yak,Bovine Viral Diarrhea,Fever,Antibiotic Treatment,Blisters,Wound Care,Lameness,Hydration,Weight Loss,Anti-fever Medication,Nasal Discharge,Deworming,Swelling,Supportive Care
1182,Bison,Scrapie,Paralysis,Vaccination,Weight Loss,Antiviral Drugs,Skin Rash,Rest,Mouth Sores,Fluid Therapy,Reduced Milk Production,Antibiotics,Lethargy,Pain Relievers
1183,Duck,Johne’s Disease,Fever,Oxygen Therapy,Blisters,Anti-inflammatory Drugs,Lameness,Vitamin Supplements,Weight Loss,Pain Relief,Nasal Discharge,Quarantine,Swelling,Herbal Remedies
1184,Duck,Avian Influenza,Fever,Vaccination,Blisters,Antiviral Drugs,Lameness,Rest,Weight Loss,Fluid Therapy,Nasal Discharge,Antibiotics,Swelling,Pain Relievers
1185,Sheep,Swine Fever,High Fever,Oxygen Therapy,Bloody Stool,Anti-inflammatory Drugs,Nasal Discharge,Vitamin Supplements,Abdominal Pain,Pain Relief,Severe Weakness,Quarantine,Respiratory Issues,Herbal Remedies
